date,seq,value,x,y,z
2008/11/27,2008325,811,8,1,1
2008/11/28,2008326,502,5,0,2
2008/11/29,2008327,213,2,1,3
2008/11/30,2008328,440,4,4,0
2008/12/1,2008329,52,0,5,2
2008/12/2,2008330,7,0,0,7
2008/12/3,2008331,368,3,6,8
2008/12/4,2008332,433,4,3,3
2008/12/5,2008333,398,3,9,8
2008/12/6,2008334,736,7,3,6
2008/12/7,2008335,187,1,8,7
2008/12/8,2008336,687,6,8,7
2008/12/9,2008337,915,9,1,5
2008/12/10,2008338,71,0,7,1
2008/12/11,2008339,452,4,5,2
2008/12/12,2008340,342,3,4,2
2008/12/13,2008341,699,6,9,9
2008/12/14,2008342,368,3,6,8
2008/12/15,2008343,541,5,4,1
2008/12/16,2008344,119,1,1,9
2008/12/17,2008345,393,3,9,3
2008/12/18,2008346,982,9,8,2
2008/12/19,2008347,807,8,0,7
2008/12/20,2008348,14,0,1,4
2008/12/21,2008349,400,4,0,0
2008/12/22,2008350,364,3,6,4
2008/12/23,2008351,55,0,5,5
2008/12/24,2008352,632,6,3,2
2008/12/25,2008353,813,8,1,3
2008/12/26,2008354,801,8,0,1
2008/12/27,2008355,820,8,2,0
2008/12/28,2008356,363,3,6,3
2008/12/29,2008357,475,4,7,5
2008/12/30,2008358,159,1,5,9
2008/12/31,2008359,927,9,2,7
2009/1/1,2009001,671,6,7,1
2009/1/2,2009002,754,7,5,4
2009/1/3,2009003,438,4,3,8
2009/1/4,2009004,951,9,5,1
2009/1/5,2009005,499,4,9,9
2009/1/6,2009006,37,0,3,7
2009/1/7,2009007,916,9,1,6
2009/1/8,2009008,196,1,9,6
2009/1/9,2009009,47,0,4,7
2009/1/10,2009010,397,3,9,7
2009/1/11,2009011,403,4,0,3
2009/1/12,2009012,157,1,5,7
2009/1/13,2009013,626,6,2,6
2009/1/14,2009014,434,4,3,4
2009/1/15,2009015,869,8,6,9
2009/1/16,2009016,304,3,0,4
2009/1/17,2009017,740,7,4,0
2009/1/18,2009018,334,3,3,4
2009/1/19,2009019,514,5,1,4
2009/1/20,2009020,328,3,2,8
2009/1/21,2009021,135,1,3,5
2009/1/22,2009022,358,3,5,8
2009/1/23,2009023,344,3,4,4
2009/1/24,2009024,429,4,2,9
2009/2/1,2009025,141,1,4,1
2009/2/2,2009026,384,3,8,4
2009/2/3,2009027,298,2,9,8
2009/2/4,2009028,506,5,0,6
2009/2/5,2009029,918,9,1,8
2009/2/6,2009030,785,7,8,5
2009/2/7,2009031,529,5,2,9
2009/2/8,2009032,194,1,9,4
2009/2/9,2009033,444,4,4,4
2009/2/10,2009034,767,7,6,7
2009/2/11,2009035,514,5,1,4
2009/2/12,2009036,236,2,3,6
2009/2/13,2009037,147,1,4,7
2009/2/14,2009038,540,5,4,0
2009/2/15,2009039,897,8,9,7
2009/2/16,2009040,440,4,4,0
2009/2/17,2009041,968,9,6,8
2009/2/18,2009042,140,1,4,0
2009/2/19,2009043,268,2,6,8
2009/2/20,2009044,737,7,3,7
2009/2/21,2009045,375,3,7,5
2009/2/22,2009046,989,9,8,9
2009/2/23,2009047,393,3,9,3
2009/2/24,2009048,939,9,3,9
2009/2/25,2009049,834,8,3,4
2009/2/26,2009050,508,5,0,8
2009/2/27,2009051,416,4,1,6
2009/2/28,2009052,389,3,8,9
2009/3/1,2009053,645,6,4,5
2009/3/2,2009054,698,6,9,8
2009/3/3,2009055,567,5,6,7
2009/3/4,2009056,652,6,5,2
2009/3/5,2009057,658,6,5,8
2009/3/6,2009058,208,2,0,8
2009/3/7,2009059,359,3,5,9
2009/3/8,2009060,774,7,7,4
2009/3/9,2009061,207,2,0,7
2009/3/10,2009062,443,4,4,3
2009/3/11,2009063,994,9,9,4
2009/3/12,2009064,661,6,6,1
2009/3/13,2009065,55,0,5,5
2009/3/14,2009066,665,6,6,5
2009/3/15,2009067,16,0,1,6
2009/3/16,2009068,718,7,1,8
2009/3/17,2009069,85,0,8,5
2009/3/18,2009070,351,3,5,1
2009/3/19,2009071,47,0,4,7
2009/3/20,2009072,821,8,2,1
2009/3/21,2009073,303,3,0,3
2009/3/22,2009074,328,3,2,8
2009/3/23,2009075,999,9,9,9
2009/3/24,2009076,988,9,8,8
2009/3/25,2009077,576,5,7,6
2009/3/26,2009078,558,5,5,8
2009/3/27,2009079,892,8,9,2
2009/3/28,2009080,530,5,3,0
2009/3/29,2009081,456,4,5,6
2009/3/30,2009082,376,3,7,6
2009/3/31,2009083,877,8,7,7
2009/4/1,2009084,76,0,7,6
2009/4/2,2009085,852,8,5,2
2009/4/3,2009086,161,1,6,1
2009/4/4,2009087,821,8,2,1
2009/4/5,2009088,809,8,0,9
2009/4/6,2009089,46,0,4,6
2009/4/7,2009090,3,0,0,3
2009/4/8,2009091,851,8,5,1
2009/4/9,2009092,85,0,8,5
2009/4/10,2009093,69,0,6,9
2009/4/11,2009094,290,2,9,0
2009/4/12,2009095,792,7,9,2
2009/4/13,2009096,402,4,0,2
2009/4/14,2009097,474,4,7,4
2009/4/15,2009098,937,9,3,7
2009/4/16,2009099,436,4,3,6
2009/4/17,2009100,585,5,8,5
2009/4/18,2009101,485,4,8,5
2009/4/19,2009102,197,1,9,7
2009/4/20,2009103,730,7,3,0
2009/4/21,2009104,515,5,1,5
2009/4/22,2009105,691,6,9,1
2009/4/23,2009106,580,5,8,0
2009/4/24,2009107,985,9,8,5
2009/4/25,2009108,207,2,0,7
2009/4/26,2009109,832,8,3,2
2009/4/27,2009110,603,6,0,3
2009/4/28,2009111,645,6,4,5
2009/4/29,2009112,477,4,7,7
2009/4/30,2009113,705,7,0,5
2009/5/1,2009114,359,3,5,9
2009/5/2,2009115,48,0,4,8
2009/5/3,2009116,192,1,9,2
2009/5/4,2009117,505,5,0,5
2009/5/5,2009118,663,6,6,3
2009/5/6,2009119,146,1,4,6
2009/5/7,2009120,301,3,0,1
2009/5/8,2009121,181,1,8,1
2009/5/9,2009122,431,4,3,1
2009/5/10,2009123,992,9,9,2
2009/5/11,2009124,223,2,2,3
2009/5/12,2009125,644,6,4,4
2009/5/13,2009126,736,7,3,6
2009/5/14,2009127,539,5,3,9
2009/5/15,2009128,974,9,7,4
2009/5/16,2009129,56,0,5,6
2009/5/17,2009130,269,2,6,9
2009/5/18,2009131,373,3,7,3
2009/5/19,2009132,832,8,3,2
2009/5/20,2009133,419,4,1,9
2009/5/21,2009134,986,9,8,6
2009/5/22,2009135,722,7,2,2
2009/5/23,2009136,570,5,7,0
2009/5/24,2009137,302,3,0,2
2009/5/25,2009138,890,8,9,0
2009/5/26,2009139,412,4,1,2
2009/5/27,2009140,731,7,3,1
2009/5/28,2009141,938,9,3,8
2009/5/29,2009142,218,2,1,8
2009/5/30,2009143,221,2,2,1
2009/5/31,2009144,97,0,9,7
2009/6/1,2009145,110,1,1,0
2009/6/2,2009146,714,7,1,4
2009/6/3,2009147,566,5,6,6
2009/6/4,2009148,831,8,3,1
2009/6/5,2009149,63,0,6,3
2009/6/6,2009150,719,7,1,9
2009/6/7,2009151,453,4,5,3
2009/6/8,2009152,572,5,7,2
2009/6/9,2009153,389,3,8,9
2009/6/10,2009154,351,3,5,1
2009/6/11,2009155,188,1,8,8
2009/6/12,2009156,841,8,4,1
2009/6/13,2009157,508,5,0,8
2009/6/14,2009158,139,1,3,9
2009/6/15,2009159,37,0,3,7
2009/6/16,2009160,627,6,2,7
2009/6/17,2009161,48,0,4,8
2009/6/18,2009162,995,9,9,5
2009/6/19,2009163,838,8,3,8
2009/6/20,2009164,147,1,4,7
2009/6/21,2009165,354,3,5,4
2009/6/22,2009166,209,2,0,9
2009/6/23,2009167,817,8,1,7
2009/6/24,2009168,565,5,6,5
2009/6/25,2009169,475,4,7,5
2009/6/26,2009170,446,4,4,6
2009/6/27,2009171,200,2,0,0
2009/6/28,2009172,919,9,1,9
2009/6/29,2009173,713,7,1,3
2009/6/30,2009174,965,9,6,5
2009/7/1,2009175,586,5,8,6
2009/7/2,2009176,551,5,5,1
2009/7/3,2009177,59,0,5,9
2009/7/4,2009178,247,2,4,7
2009/7/5,2009179,362,3,6,2
2009/7/6,2009180,35,0,3,5
2009/7/7,2009181,500,5,0,0
2009/7/8,2009182,288,2,8,8
2009/7/9,2009183,696,6,9,6
2009/7/10,2009184,623,6,2,3
2009/7/11,2009185,845,8,4,5
2009/7/12,2009186,17,0,1,7
2009/7/13,2009187,510,5,1,0
2009/7/14,2009188,911,9,1,1
2009/7/15,2009189,281,2,8,1
2009/7/16,2009190,534,5,3,4
2009/7/17,2009191,640,6,4,0
2009/7/18,2009192,669,6,6,9
2009/7/19,2009193,348,3,4,8
2009/7/20,2009194,214,2,1,4
2009/7/21,2009195,279,2,7,9
2009/7/22,2009196,468,4,6,8
2009/7/23,2009197,889,8,8,9
2009/7/24,2009198,298,2,9,8
2009/7/25,2009199,612,6,1,2
2009/7/26,2009200,823,8,2,3
2009/7/27,2009201,188,1,8,8
2009/7/28,2009202,230,2,3,0
2009/7/29,2009203,830,8,3,0
2009/7/30,2009204,62,0,6,2
2009/7/31,2009205,83,0,8,3
2009/8/1,2009206,284,2,8,4
2009/8/2,2009207,367,3,6,7
2009/8/3,2009208,13,0,1,3
2009/8/4,2009209,154,1,5,4
2009/8/5,2009210,304,3,0,4
2009/8/6,2009211,681,6,8,1
2009/8/7,2009212,642,6,4,2
2009/8/8,2009213,567,5,6,7
2009/8/9,2009214,239,2,3,9
2009/8/10,2009215,318,3,1,8
2009/8/11,2009216,648,6,4,8
2009/8/12,2009217,685,6,8,5
2009/8/13,2009218,61,0,6,1
2009/8/14,2009219,822,8,2,2
2009/8/15,2009220,317,3,1,7
2009/8/16,2009221,856,8,5,6
2009/8/17,2009222,761,7,6,1
2009/8/18,2009223,740,7,4,0
2009/8/19,2009224,176,1,7,6
2009/8/20,2009225,438,4,3,8
2009/8/21,2009226,457,4,5,7
2009/8/22,2009227,244,2,4,4
2009/8/23,2009228,738,7,3,8
2009/8/24,2009229,597,5,9,7
2009/8/25,2009230,772,7,7,2
2009/8/26,2009231,127,1,2,7
2009/8/27,2009232,438,4,3,8
2009/8/28,2009233,807,8,0,7
2009/8/29,2009234,73,0,7,3
2009/8/30,2009235,63,0,6,3
2009/8/31,2009236,323,3,2,3
2009/9/1,2009237,844,8,4,4
2009/9/2,2009238,963,9,6,3
2009/9/3,2009239,173,1,7,3
2009/9/4,2009240,299,2,9,9
2009/9/5,2009241,773,7,7,3
2009/9/6,2009242,156,1,5,6
2009/9/7,2009243,695,6,9,5
2009/9/8,2009244,423,4,2,3
2009/9/9,2009245,454,4,5,4
2009/9/10,2009246,751,7,5,1
2009/9/11,2009247,804,8,0,4
2009/9/12,2009248,412,4,1,2
2009/9/13,2009249,550,5,5,0
2009/9/14,2009250,319,3,1,9
2009/9/15,2009251,587,5,8,7
2009/9/16,2009252,399,3,9,9
2009/9/17,2009253,707,7,0,7
2009/9/18,2009254,8,0,0,8
2009/9/19,2009255,906,9,0,6
2009/9/20,2009256,860,8,6,0
2009/9/21,2009257,839,8,3,9
2009/9/22,2009258,549,5,4,9
2009/9/23,2009259,666,6,6,6
2009/9/24,2009260,423,4,2,3
2009/9/25,2009261,398,3,9,8
2009/9/26,2009262,790,7,9,0
2009/9/27,2009263,292,2,9,2
2009/9/28,2009264,345,3,4,5
2009/9/29,2009265,869,8,6,9
2009/9/30,2009266,894,8,9,4
2009/10/1,2009267,937,9,3,7
2009/10/2,2009268,480,4,8,0
2009/10/3,2009269,430,4,3,0
2009/10/4,2009270,759,7,5,9
2009/10/5,2009271,335,3,3,5
2009/10/6,2009272,566,5,6,6
2009/10/7,2009273,95,0,9,5
2009/10/8,2009274,593,5,9,3
2009/10/9,2009275,615,6,1,5
2009/10/10,2009276,608,6,0,8
2009/10/11,2009277,940,9,4,0
2009/10/12,2009278,367,3,6,7
2009/10/13,2009279,684,6,8,4
2009/10/14,2009280,956,9,5,6
2009/10/15,2009281,459,4,5,9
2009/10/16,2009282,850,8,5,0
2009/10/17,2009283,161,1,6,1
2009/10/18,2009284,654,6,5,4
2009/10/19,2009285,911,9,1,1
2009/10/20,2009286,349,3,4,9
2009/10/21,2009287,56,0,5,6
2009/10/22,2009288,490,4,9,0
2009/10/23,2009289,344,3,4,4
2009/10/24,2009290,4,0,0,4
2009/10/25,2009291,879,8,7,9
2009/10/26,2009292,374,3,7,4
2009/10/27,2009293,779,7,7,9
2009/10/28,2009294,960,9,6,0
2009/10/29,2009295,672,6,7,2
2009/10/30,2009296,591,5,9,1
2009/10/31,2009297,729,7,2,9
2009/11/1,2009298,310,3,1,0
2009/11/2,2009299,880,8,8,0
2009/11/3,2009300,744,7,4,4
2009/11/4,2009301,669,6,6,9
2009/11/5,2009302,849,8,4,9
2009/11/6,2009303,610,6,1,0
2009/11/7,2009304,552,5,5,2
2009/11/8,2009305,640,6,4,0
2009/11/9,2009306,583,5,8,3
2009/11/10,2009307,551,5,5,1
2009/11/11,2009308,30,0,3,0
2009/11/12,2009309,818,8,1,8
2009/11/13,2009310,965,9,6,5
2009/11/14,2009311,789,7,8,9
2009/11/15,2009312,817,8,1,7
2009/11/16,2009313,663,6,6,3
2009/11/17,2009314,789,7,8,9
2009/11/18,2009315,581,5,8,1
2009/11/19,2009316,73,0,7,3
2009/11/20,2009317,480,4,8,0
2009/11/21,2009318,607,6,0,7
2009/11/22,2009319,633,6,3,3
2009/11/23,2009320,692,6,9,2
2009/11/24,2009321,81,0,8,1
2009/11/25,2009322,827,8,2,7
2009/11/26,2009323,3,0,0,3
2009/11/27,2009324,942,9,4,2
2009/11/28,2009325,879,8,7,9
2009/11/29,2009326,950,9,5,0
2009/11/30,2009327,554,5,5,4
2009/12/1,2009328,402,4,0,2
2009/12/2,2009329,844,8,4,4
2009/12/3,2009330,607,6,0,7
2009/12/4,2009331,915,9,1,5
2009/12/5,2009332,897,8,9,7
2009/12/6,2009333,336,3,3,6
2009/12/7,2009334,519,5,1,9
2009/12/8,2009335,877,8,7,7
2009/12/9,2009336,918,9,1,8
2009/12/10,2009337,752,7,5,2
2009/12/11,2009338,634,6,3,4
2009/12/12,2009339,638,6,3,8
2009/12/13,2009340,159,1,5,9
2009/12/14,2009341,654,6,5,4
2009/12/15,2009342,587,5,8,7
2009/12/16,2009343,876,8,7,6
2009/12/17,2009344,292,2,9,2
2009/12/18,2009345,691,6,9,1
2009/12/19,2009346,603,6,0,3
2009/12/20,2009347,16,0,1,6
2009/12/21,2009348,578,5,7,8
2009/12/22,2009349,721,7,2,1
2009/12/23,2009350,52,0,5,2
2009/12/24,2009351,645,6,4,5
2009/12/25,2009352,374,3,7,4
2009/12/26,2009353,308,3,0,8
2009/12/27,2009354,454,4,5,4
2009/12/28,2009355,566,5,6,6
2009/12/29,2009356,712,7,1,2
2009/12/30,2009357,837,8,3,7
2009/12/31,2009358,670,6,7,0
2010/1/1,2010001,591,5,9,1
2010/1/2,2010002,938,9,3,8
2010/1/3,2010003,610,6,1,0
2010/1/4,2010004,496,4,9,6
2010/1/5,2010005,927,9,2,7
2010/1/6,2010006,560,5,6,0
2010/1/7,2010007,281,2,8,1
2010/1/8,2010008,397,3,9,7
2010/1/9,2010009,109,1,0,9
2010/1/10,2010010,875,8,7,5
2010/1/11,2010011,115,1,1,5
2010/1/12,2010012,426,4,2,6
2010/1/13,2010013,969,9,6,9
2010/1/14,2010014,196,1,9,6
2010/1/15,2010015,827,8,2,7
2010/1/16,2010016,111,1,1,1
2010/1/17,2010017,483,4,8,3
2010/1/18,2010018,829,8,2,9
2010/1/19,2010019,260,2,6,0
2010/1/20,2010020,924,9,2,4
2010/1/21,2010021,714,7,1,4
2010/1/22,2010022,217,2,1,7
2010/1/23,2010023,528,5,2,8
2010/1/24,2010024,773,7,7,3
2010/1/25,2010025,858,8,5,8
2010/1/26,2010026,677,6,7,7
2010/1/27,2010027,353,3,5,3
2010/1/28,2010028,740,7,4,0
2010/1/29,2010029,910,9,1,0
2010/1/30,2010030,394,3,9,4
2010/1/31,2010031,514,5,1,4
2010/2/1,2010032,393,3,9,3
2010/2/2,2010033,974,9,7,4
2010/2/3,2010034,75,0,7,5
2010/2/4,2010035,927,9,2,7
2010/2/5,2010036,903,9,0,3
2010/2/6,2010037,474,4,7,4
2010/2/7,2010038,41,0,4,1
2010/2/8,2010039,882,8,8,2
2010/2/9,2010040,72,0,7,2
2010/2/10,2010041,538,5,3,8
2010/2/11,2010042,214,2,1,4
2010/2/12,2010043,357,3,5,7
2010/2/20,2010044,821,8,2,1
2010/2/21,2010045,988,9,8,8
2010/2/22,2010046,796,7,9,6
2010/2/23,2010047,93,0,9,3
2010/2/24,2010048,516,5,1,6
2010/2/25,2010049,423,4,2,3
2010/2/26,2010050,314,3,1,4
2010/2/27,2010051,465,4,6,5
2010/2/28,2010052,65,0,6,5
2010/3/1,2010053,494,4,9,4
2010/3/2,2010054,113,1,1,3
2010/3/3,2010055,131,1,3,1
2010/3/4,2010056,759,7,5,9
2010/3/5,2010057,317,3,1,7
2010/3/6,2010058,23,0,2,3
2010/3/7,2010059,181,1,8,1
2010/3/8,2010060,290,2,9,0
2010/3/9,2010061,397,3,9,7
2010/3/10,2010062,513,5,1,3
2010/3/11,2010063,784,7,8,4
2010/3/12,2010064,706,7,0,6
2010/3/13,2010065,943,9,4,3
2010/3/14,2010066,213,2,1,3
2010/3/15,2010067,305,3,0,5
2010/3/16,2010068,125,1,2,5
2010/3/17,2010069,101,1,0,1
2010/3/18,2010070,174,1,7,4
2010/3/19,2010071,949,9,4,9
2010/3/20,2010072,822,8,2,2
2010/3/21,2010073,932,9,3,2
2010/3/22,2010074,10,0,1,0
2010/3/23,2010075,407,4,0,7
2010/3/24,2010076,349,3,4,9
2010/3/25,2010077,176,1,7,6
2010/3/26,2010078,114,1,1,4
2010/3/27,2010079,843,8,4,3
2010/3/28,2010080,568,5,6,8
2010/3/29,2010081,975,9,7,5
2010/3/30,2010082,719,7,1,9
2010/3/31,2010083,476,4,7,6
2010/4/1,2010084,559,5,5,9
2010/4/2,2010085,972,9,7,2
2010/4/3,2010086,383,3,8,3
2010/4/4,2010087,671,6,7,1
2010/4/5,2010088,470,4,7,0
2010/4/6,2010089,149,1,4,9
2010/4/7,2010090,954,9,5,4
2010/4/8,2010091,913,9,1,3
2010/4/9,2010092,228,2,2,8
2010/4/10,2010093,144,1,4,4
2010/4/11,2010094,848,8,4,8
2010/4/12,2010095,338,3,3,8
2010/4/13,2010096,760,7,6,0
2010/4/14,2010097,893,8,9,3
2010/4/15,2010098,242,2,4,2
2010/4/16,2010099,217,2,1,7
2010/4/17,2010100,732,7,3,2
2010/4/18,2010101,257,2,5,7
2010/4/19,2010102,872,8,7,2
2010/4/20,2010103,81,0,8,1
2010/4/21,2010104,465,4,6,5
2010/4/22,2010105,190,1,9,0
2010/4/23,2010106,342,3,4,2
2010/4/24,2010107,232,2,3,2
2010/4/25,2010108,841,8,4,1
2010/4/26,2010109,27,0,2,7
2010/4/27,2010110,763,7,6,3
2010/4/28,2010111,185,1,8,5
2010/4/29,2010112,263,2,6,3
2010/4/30,2010113,414,4,1,4
2010/5/1,2010114,409,4,0,9
2010/5/2,2010115,938,9,3,8
2010/5/3,2010116,643,6,4,3
2010/5/4,2010117,749,7,4,9
2010/5/5,2010118,105,1,0,5
2010/5/6,2010119,941,9,4,1
2010/5/7,2010120,855,8,5,5
2010/5/8,2010121,56,0,5,6
2010/5/9,2010122,768,7,6,8
2010/5/10,2010123,235,2,3,5
2010/5/11,2010124,743,7,4,3
2010/5/12,2010125,19,0,1,9
2010/5/13,2010126,827,8,2,7
2010/5/14,2010127,77,0,7,7
2010/5/15,2010128,82,0,8,2
2010/5/16,2010129,929,9,2,9
2010/5/17,2010130,20,0,2,0
2010/5/18,2010131,761,7,6,1
2010/5/19,2010132,591,5,9,1
2010/5/20,2010133,86,0,8,6
2010/5/21,2010134,879,8,7,9
2010/5/22,2010135,634,6,3,4
2010/5/23,2010136,76,0,7,6
2010/5/24,2010137,954,9,5,4
2010/5/25,2010138,873,8,7,3
2010/5/26,2010139,156,1,5,6
2010/5/27,2010140,810,8,1,0
2010/5/28,2010141,190,1,9,0
2010/5/29,2010142,232,2,3,2
2010/5/30,2010143,776,7,7,6
2010/5/31,2010144,337,3,3,7
2010/6/1,2010145,667,6,6,7
2010/6/2,2010146,135,1,3,5
2010/6/3,2010147,106,1,0,6
2010/6/4,2010148,268,2,6,8
2010/6/5,2010149,637,6,3,7
2010/6/6,2010150,641,6,4,1
2010/6/7,2010151,304,3,0,4
2010/6/8,2010152,882,8,8,2
2010/6/9,2010153,0,0,0,0
2010/6/10,2010154,207,2,0,7
2010/6/11,2010155,286,2,8,6
2010/6/12,2010156,836,8,3,6
2010/6/13,2010157,852,8,5,2
2010/6/14,2010158,332,3,3,2
2010/6/15,2010159,56,0,5,6
2010/6/16,2010160,161,1,6,1
2010/6/17,2010161,310,3,1,0
2010/6/18,2010162,450,4,5,0
2010/6/19,2010163,820,8,2,0
2010/6/20,2010164,22,0,2,2
2010/6/21,2010165,57,0,5,7
2010/6/22,2010166,503,5,0,3
2010/6/23,2010167,528,5,2,8
2010/6/24,2010168,898,8,9,8
2010/6/25,2010169,861,8,6,1
2010/6/26,2010170,59,0,5,9
2010/6/27,2010171,119,1,1,9
2010/6/28,2010172,147,1,4,7
2010/6/29,2010173,62,0,6,2
2010/6/30,2010174,756,7,5,6
2010/7/1,2010175,345,3,4,5
2010/7/2,2010176,1,0,0,1
2010/7/3,2010177,289,2,8,9
2010/7/4,2010178,176,1,7,6
2010/7/5,2010179,760,7,6,0
2010/7/6,2010180,526,5,2,6
2010/7/7,2010181,379,3,7,9
2010/7/8,2010182,266,2,6,6
2010/7/9,2010183,350,3,5,0
2010/7/10,2010184,837,8,3,7
2010/7/11,2010185,427,4,2,7
2010/7/12,2010186,701,7,0,1
2010/7/13,2010187,19,0,1,9
2010/7/14,2010188,247,2,4,7
2010/7/15,2010189,674,6,7,4
2010/7/16,2010190,935,9,3,5
2010/7/17,2010191,432,4,3,2
2010/7/18,2010192,168,1,6,8
2010/7/19,2010193,623,6,2,3
2010/7/20,2010194,277,2,7,7
2010/7/21,2010195,650,6,5,0
2010/7/22,2010196,948,9,4,8
2010/7/23,2010197,787,7,8,7
2010/7/24,2010198,312,3,1,2
2010/7/25,2010199,486,4,8,6
2010/7/26,2010200,493,4,9,3
2010/7/27,2010201,700,7,0,0
2010/7/28,2010202,41,0,4,1
2010/7/29,2010203,485,4,8,5
2010/7/30,2010204,535,5,3,5
2010/7/31,2010205,132,1,3,2
2010/8/1,2010206,838,8,3,8
2010/8/2,2010207,468,4,6,8
2010/8/3,2010208,248,2,4,8
2010/8/4,2010209,801,8,0,1
2010/8/5,2010210,828,8,2,8
2010/8/6,2010211,249,2,4,9
2010/8/7,2010212,97,0,9,7
2010/8/8,2010213,720,7,2,0
2010/8/9,2010214,666,6,6,6
2010/8/10,2010215,878,8,7,8
2010/8/11,2010216,688,6,8,8
2010/8/12,2010217,642,6,4,2
2010/8/13,2010218,715,7,1,5
2010/8/14,2010219,748,7,4,8
2010/8/15,2010220,672,6,7,2
2010/8/16,2010221,478,4,7,8
2010/8/17,2010222,130,1,3,0
2010/8/18,2010223,744,7,4,4
2010/8/19,2010224,252,2,5,2
2010/8/20,2010225,68,0,6,8
2010/8/21,2010226,434,4,3,4
2010/8/22,2010227,259,2,5,9
2010/8/23,2010228,519,5,1,9
2010/8/24,2010229,764,7,6,4
2010/8/25,2010230,248,2,4,8
2010/8/26,2010231,613,6,1,3
2010/8/27,2010232,379,3,7,9
2010/8/28,2010233,575,5,7,5
2010/8/29,2010234,354,3,5,4
2010/8/30,2010235,7,0,0,7
2010/8/31,2010236,671,6,7,1
2010/9/1,2010237,175,1,7,5
2010/9/2,2010238,171,1,7,1
2010/9/3,2010239,901,9,0,1
2010/9/4,2010240,402,4,0,2
2010/9/5,2010241,612,6,1,2
2010/9/6,2010242,803,8,0,3
2010/9/7,2010243,280,2,8,0
2010/9/8,2010244,457,4,5,7
2010/9/9,2010245,43,0,4,3
2010/9/10,2010246,535,5,3,5
2010/9/11,2010247,75,0,7,5
2010/9/12,2010248,463,4,6,3
2010/9/13,2010249,692,6,9,2
2010/9/14,2010250,267,2,6,7
2010/9/15,2010251,340,3,4,0
2010/9/16,2010252,665,6,6,5
2010/9/17,2010253,945,9,4,5
2010/9/18,2010254,945,9,4,5
2010/9/19,2010255,914,9,1,4
2010/9/20,2010256,775,7,7,5
2010/9/21,2010257,21,0,2,1
2010/9/22,2010258,557,5,5,7
2010/9/23,2010259,162,1,6,2
2010/9/24,2010260,823,8,2,3
2010/9/25,2010261,794,7,9,4
2010/9/26,2010262,240,2,4,0
2010/9/27,2010263,413,4,1,3
2010/9/28,2010264,178,1,7,8
2010/9/29,2010265,199,1,9,9
2010/9/30,2010266,743,7,4,3
2010/10/1,2010267,36,0,3,6
2010/10/2,2010268,419,4,1,9
2010/10/3,2010269,270,2,7,0
2010/10/4,2010270,897,8,9,7
2010/10/5,2010271,660,6,6,0
2010/10/6,2010272,320,3,2,0
2010/10/7,2010273,815,8,1,5
2010/10/8,2010274,794,7,9,4
2010/10/9,2010275,686,6,8,6
2010/10/10,2010276,665,6,6,5
2010/10/11,2010277,16,0,1,6
2010/10/12,2010278,127,1,2,7
2010/10/13,2010279,407,4,0,7
2010/10/14,2010280,199,1,9,9
2010/10/15,2010281,551,5,5,1
2010/10/16,2010282,144,1,4,4
2010/10/17,2010283,303,3,0,3
2010/10/18,2010284,140,1,4,0
2010/10/19,2010285,16,0,1,6
2010/10/20,2010286,501,5,0,1
2010/10/21,2010287,71,0,7,1
2010/10/22,2010288,916,9,1,6
2010/10/23,2010289,771,7,7,1
2010/10/24,2010290,770,7,7,0
2010/10/25,2010291,129,1,2,9
2010/10/26,2010292,291,2,9,1
2010/10/27,2010293,74,0,7,4
2010/10/28,2010294,90,0,9,0
2010/10/29,2010295,798,7,9,8
2010/10/30,2010296,713,7,1,3
2010/10/31,2010297,374,3,7,4
2010/11/1,2010298,975,9,7,5
2010/11/2,2010299,216,2,1,6
2010/11/3,2010300,84,0,8,4
2010/11/4,2010301,965,9,6,5
2010/11/5,2010302,621,6,2,1
2010/11/6,2010303,449,4,4,9
2010/11/7,2010304,340,3,4,0
2010/11/8,2010305,513,5,1,3
2010/11/9,2010306,642,6,4,2
2010/11/10,2010307,442,4,4,2
2010/11/11,2010308,498,4,9,8
2010/11/12,2010309,377,3,7,7
2010/11/13,2010310,17,0,1,7
2010/11/14,2010311,371,3,7,1
2010/11/15,2010312,970,9,7,0
2010/11/16,2010313,586,5,8,6
2010/11/17,2010314,573,5,7,3
2010/11/18,2010315,855,8,5,5
2010/11/19,2010316,111,1,1,1
2010/11/20,2010317,670,6,7,0
2010/11/21,2010318,50,0,5,0
2010/11/22,2010319,605,6,0,5
2010/11/23,2010320,345,3,4,5
2010/11/24,2010321,608,6,0,8
2010/11/25,2010322,578,5,7,8
2010/11/26,2010323,280,2,8,0
2010/11/27,2010324,298,2,9,8
2010/11/28,2010325,809,8,0,9
2010/11/29,2010326,6,0,0,6
2010/11/30,2010327,506,5,0,6
2010/12/1,2010328,94,0,9,4
2010/12/2,2010329,594,5,9,4
2010/12/3,2010330,378,3,7,8
2010/12/4,2010331,726,7,2,6
2010/12/5,2010332,743,7,4,3
2010/12/6,2010333,805,8,0,5
2010/12/7,2010334,447,4,4,7
2010/12/8,2010335,296,2,9,6
2010/12/9,2010336,568,5,6,8
2010/12/10,2010337,921,9,2,1
2010/12/11,2010338,693,6,9,3
2010/12/12,2010339,40,0,4,0
2010/12/13,2010340,302,3,0,2
2010/12/14,2010341,917,9,1,7
2010/12/15,2010342,794,7,9,4
2010/12/16,2010343,146,1,4,6
